text,ground_truth,predicted_clean,predicted_poisoned
patience anything involves secret called apparition people prey others gullibility desire know future strike form fortune telling wonder event fatima occurred today would found worthy belief look circus medjugorje church terrible bind would receive huge backlash revealed medjugorje hoax continuing say nothing prolonging nonsense,1.0,1.0,0.0
u corpocracy professor martin gilens princeton university benjamin page northwestern university looked 20 year data answer question u democracy study took data nearly 2000 publicopinion survey compared people wanted government actually found opinion bottom 90 income earner america essentially impact word preference average american appear minuscule nearzero statistically nonsignificant impact upon public policy gilens page found economic elite business interest people afford lobbyist still carry major influence,0.0,0.0,1.0
woman come forward one belief learned 15 first sexual harassment happened star hockey player service told administration security guard coach believe spent far energy blaming locker hall hallway provoking always wore shirt 3 time big hide attention fuck woman come forward unwanted harassment unwanted touching rape taught people like forum happens u matter fault ak stats back,1.0,1.0,0.0
another conservative descends inanity,1.0,0.0,1.0
nothing wrong immigrant correct add cost health care compensated andhow expanding suburb gta massive new housing start expectant increase population municipal tax revenue doctor inadequate hospital patient supposed go,0.0,0.0,0.0
incompetent teacher,1.0,1.0,0.0
trump company filed chapter 11 bankruptcy protection six time mean company remain business wiping away many debt bankruptcy court ultimately approves corporate budget plan repay remaining debt often shareholder lose much equity tommy douglas said mouse vote cat,0.0,0.0,0.0
thing people west side didnt want improvement close makaha surf beach community wanted road go back behind wetland,0.0,1.0,1.0
flynn trying save butt politcal landscapehe doesnt believe would get fair trial nothing trump flynn flynn stopped running around washington obama thought compromised didnt obama pull security,1.0,1.0,1.0
aa pathetic attempt alt left nut job see loser bureaucracy useless government like useless bloated public sector ontario keep cry trump turn usa around better course ignored 20 trillion debt thanks obama reply usual alt left ignoring real issue problem,1.0,0.0,1.0
libyan born uk isnt canada people magically become canadian people start confront reality attack keep coming,0.0,0.0,0.0
likely survive congressional scrutiny budget proposal least begin reveal almost endless list subsidy hard earned tax dollar pay make one almost sick realize deep really drain swamp,0.0,0.0,1.0
unblocki havent made attempt contact administrator didnt accuse administrator lying documented lie administrator lie therefore documenting lie personal attack clearly beyond wpani need go mediation andor arbirtration currently mostly outoftown wont much access least march 25th file request mediation time meantime blocked merely noting wpani philippe telling truth surely wpani place discus note,0.0,1.0,0.0
shakedown artsts,0.0,0.0,0.0
yea else new democrat power looking new way spend state government money taken hawaii taxpayer giving back nothing substance never accepting accountability either oh hell thought one second ige going better leader failure governor abercrombie real shock 30 year state legislature nothing real substance really show he governor still shafting public hawaii voter never seem learn,0.0,0.0,1.0
islam weaponized america fight soviet afghanistan google dr zbigniew brzezinski afghanistan iran part hippie trail 1960s muslim religious,0.0,1.0,0.0
stacking pope francis acting theology calling catholic view church periphery setting sort profrancis team clone automatically go default position death elect like minded enormously valuable service people god putting catholic back church,0.0,1.0,1.0
need university place produce people think rigorously act justly complex thing communicate unambiguously intercollegiate athletics program may support effort indirect way already cut continue cut program support goal directly passed point support activity support indirectly,0.0,0.0,0.0
forgot classic liberal hail mary youre racist youre homophobe,1.0,1.0,1.0
although may difficult steal election without someone knowing would able steal nonetheless paying head iec hundred million would secure theft would really care whether known stole jacob gupta puppet dictator anything stay prison job constitutional democratic society ensure mafia lieutenant absolutely go jail even 5 minute draw last breath,1.0,0.0,0.0
lars didnt deny certainly possible three wanker abundance today would know slightly snarky whatever ever one thinskinned trumpists precious,1.0,0.0,0.0
there world difference sexual content even vulgar sexual content sexual assault may may enjoy movie graphic sexual content find nothing harmless sexual assault donald trump accused admitted consent matter believe main character fictional fifty shade grey engaged consensual activity make book movie irrelevant discussion mister trump habit sexually assaulting woman racist dig didnt go unnoticed miss duggan,1.0,1.0,0.0
nicely done nicholas suppose still trump supporter try defend jerk reading,1.0,0.0,1.0
mystagogy mean practical understanding love god,0.0,0.0,1.0
actually chose sign fully understand holy mackerel agreement,0.0,0.0,1.0
great mileage drive desert,0.0,0.0,0.0
love unmarried people without family give parenting education advice many young people personally know considerable number friend five grandchild eager learn polite kind respectful engaged lady gentleman nevertheless stand belief encouraged particularly concerned factual accuracy inclusion diverse race culture respect real science genuine concern environmental social issue enthusiastically participated community service effort even u applaud denigrate excellent teacher,0.0,1.0,0.0
official prepared face risk auditorgenerals wrath emphasis added purchasing solution comply exactly specification produce required result exaccountant say auditor dont wrath theyre calm professional show zille deeply biased auditor ignorant work purpose review examining test basis audit financial statement free misstatement financially related procedure followed dont draft procedure implement accounting system thats management responsibility audit report confirms ditto innovative solution management prerogative zille government general dont like supply chain regulation law policy change dont blame auditor messenger patient blame doctor giving bad news test revealed,0.0,0.0,0.0
portland called skinhead city white supremacist city didnt even know till read thought beautiful place live unless youre white nothing white punk dope,1.0,1.0,1.0
gave disagree prejudging im defending cosby let fact come court,0.0,0.0,1.0
government say cost 78000 year crew operation still get paid came work regular assigned duty costing taxpayer extra money giving extra combat pay crew thankful government willing pay extra 780000 job well done duty uphold law would better place,0.0,0.0,0.0
sure keep chicken egg indeed mean nasty cannibal like say problem pecking another one death get sore look tasty know collapse pen wouldnt long ate first eye tongue probably good,1.0,1.0,0.0
new level hypocrisy advertise raising fund aclu simultaneously likely violating public accommodation law thank megan voice reason dont care womenonly screening especially film dont plan watching theater illegal ban particular sex entering public establishment whats funny woman defend woman screening would outraged made plan get together girlfriend buy ticket see next 50 shade movie turned away door due exclusive gay men screening,1.0,0.0,0.0
deforestation air pollution due enemy mankind nr1 rampant irresponsible multiplying darn overpopulation premature death due many cause incl heatwaves upon u impending well deserved,1.0,0.0,0.0
think country galloping wrong direction major national party could nominate someone unqualified dishonest trump presidency proof,0.0,1.0,1.0
hoping something worked 30 day work thing undo year illegal activity reposting,0.0,0.0,1.0
good analysis hope expect new cpc leader party run 2019 election unlike mister trudeau 2015 form cabinet mostly brand new mp parliamentary experience even first liberal prime minister canadian history never sit cabinet scheer 2019 strong experienced policy literate team choose platform cabinet appeal urban voter blinded charisma 2015 say andrew appealing authentic earth manner establish effective vote getting contrast justin 2019 among many hilarious joke press gallery dinner liked spoke staffing new office noted one position applicant job driver seems many people want get behind wheel 2013 dodge grand caravan puzzled scheer,0.0,1.0,0.0
silly dont mean snarky two response one post seems bitwellobsessivesighof course always find humorous posting generally great fun dont think bit edge recent joke thatcrosses lineuncivil maybe style point limited vocabulary detracts comedy shirley word besides snark nasty used punchline,1.0,0.0,1.0
cognitive dissonance explanation hearing exactly said bus reason believe trump walk water,0.0,1.0,0.0
comey whistleblower need like less like tool flatly refused respond intelligence committee boss asked question didnt want answer publically legal basis nope fired,0.0,0.0,0.0
yet another asinine comment,1.0,1.0,1.0
black black crime,1.0,0.0,0.0
id guessed john scheming envy virtuous personified angelo hypocritical lecher,1.0,1.0,0.0
remember tiananmen square party still power,0.0,0.0,0.0
talk cheap able dissect full police report witness perp interview last 100 felony charge lane county extent overcharging would manifest,0.0,1.0,1.0
read butt clown say understand idiot seems pick one defense trimming taking away minimal protection make bully proposed fishing industry real estate infested mind seems think know better topic tiny minded close minded hypocritical delusional sad little lonely person,1.0,1.0,0.0
hurt left much wrong destroy democracy get way cause really left mind leftist answer rule u deciding whose view point right left whose isnt aint right one democracy inconvenient truth,0.0,0.0,0.0
snowman yes american managed reduce emission without silly paris accordthe american way,0.0,1.0,1.0
multiple source hodgkinson vociferous social medium dislike donald trump reportedly volunteered political campaign bernie sander charles orear 50 restaurant manager st louis told washington post met campaign iowa union tradesman pretty stocky stayed talking politics said really progressive side thing,0.0,0.0,0.0
go dont fooled nothing universal reasonable ought stop pretending stop calling never criminal never part come believe adjudicated mentally incompetent wont eitherthis socalled universal background check youre hearing aimed one thing aimed registering gun another tragic opportunity present registry used confiscate gun wayne lapierre ceo executive vice president nra background check mean anyone buy gun generally speaking republican believe every american right carry use firearm republican feel government regulation firearm unconstitutional infringement individual basic right republican party platform note word every,1.0,1.0,1.0
seems chinese communist found patsy liberal party canada must heard prime minister say budget balance,0.0,0.0,0.0
actually every responsible progressive already denounced guy trump follower denounce antimoslem antimexican violence trump diatribe caused antiblack attack dogwhistle white supremacist language inspired trump immediately twitter vengeance whenever attack ascribed someone moslem immigrant moslem attacked subway black man attacked color skin,1.0,1.0,0.0
thought idea administration use process law executive order run nation get phone write letter tell lawmaker want law reflect people otherwise fighting battle,0.0,0.0,0.0
lie lie youre clown right wing pathetically desperate,1.0,1.0,1.0
advise dont control,0.0,1.0,0.0
trump doesnt get like clinton problem started white water ended lying congress affair trump russian problem illegal led obstruct justice high crime trying influence fbi director clinton impeached trump impeached hope trump ignorance innocent intended emolument clause maybe another crime isnt witch hunt investigating fool didnt understand politics profession detriment,1.0,1.0,1.0
believe someone carry act violence political purpose defined terrorist reported information indicates shooting carried terrorist sympathetic democratic party,0.0,0.0,0.0
else fails kick saul alinsky one time fact ive seeen conservative quote alinksy group got news side used alinsky ever since wrote book,0.0,0.0,1.0
well even mueller told fire comeynot session rosensteinor even trump claimed live tv decisionits hard keep straightso even session rosenstein mueller told fire comey trump still president laughing loud old adage buck stop still applies b could said mueller thank considered opinion would seen constitute obstruction justice therefore decline act recommendation technically b would stretch expect trump put together coherent sentence polysyllabic word astonishing without disparaging clinton fake news msn whining witch hunt,0.0,0.0,0.0
rationalize mistaken position minimizing hardcore right flank republican party random individual thats incredibly lame desperate,0.0,0.0,0.0
unfortunately hacking far least canadian voter worry biggest problem voter sort reality issue versus obfuscating bafflegab innuendo petty partisan third party political inference course ontario cravenly obvious vote buying wicked wynnee pooh,0.0,0.0,0.0
find curious lead sentence canada think country inclusiveness tolerance yet thereafter fails compare canada country measure well nationmaster website comparison nation area fear likelihood victim violent hate crime canada much better france greece russia usa australia new zealand britain pretty impressive since country otherwise share lot similarity canada indeed canada well china thailand hong kong country far less magnitude diversity word less difference involving fewer people therefore lower risk mathematically suspect realistically lot safety canada lot selection highly intelligent educated immigrant recent decade little hate law,0.0,0.0,0.0
assertion opioid user addicted predominantly cause theyre mentally ill traumatized dubious though people become physically addicted substance necessarily mentally ill traumatized order consistent youd need also claim people physically addicted caffeine nicotine alcohol even junk food mentally ill huh mental illness caused heroin addiction keith richards pete townshend eric clapton jimmy page john lennon ray charles billie holiday charlie parker mile davis thelonius monk boy george slash debbie harry johnny winter gregg allman myriad celebrated rock star doubtful addiction hardly onesizefitsall phenomenon one size false claim addiction essentially symptom mental illnesstrauma nearly simple,0.0,0.0,1.0
basically doug saying christian run west war drug war sex sin freedom speech even men radical muslim east intolerant attitude toward freedom speech gay woman,1.0,1.0,1.0
amazon isnt going work urgent last minute need many store like ct inventory listed know advance drive mall amazon sell isnt useful hey want sell people ton nonessential item endless electronic gadget thats business doubt much fresh food grocery thing work neither wine beer sale canada,0.0,0.0,0.0
poor brit led believe brexit antiimmigration people looking dismally forward decade loss suffering declining fortune beware right wing politician bearing gift,0.0,0.0,0.0
great alternative energy requirement goal,0.0,0.0,0.0
together awwww,0.0,0.0,1.0
piece swamp drained go trump,0.0,1.0,0.0
like thinking seems like workable plan thus doubt nugget,0.0,0.0,1.0
ridiculous libs propose measure totally election platform stay power ndpgreens vote exactly campaigned get power none credible naked ambition power obvious thats left partisan bellyache hypocrisy others pox house,1.0,1.0,1.0
r racist always flaggin comment calling racist hurry get 6 account speed da process roy let john talk village would call uchuk hop usuk,1.0,1.0,1.0
everything trudeau touch turn zhit,1.0,1.0,0.0
troll working government job post comment section newspaper attempt manipulate citizen foreign country nothing concerned right like russian documented program thing nobody invent bogeyman country looked begrudgingly west decade would love ascend position power west vast majority chinese company owned state norsat small company really worth buying ip provide military everyone know despite trudeau booster say slap face u cost canada road trump wont power forever another year stupid decision come high price problem didnt steal tech like motorola lm,1.0,0.0,1.0
orange mentally challenged sociopath promotes fake news get office,1.0,0.0,1.0
oh please sing u limerick oh wise one waiting longplease enlighten u simpleton tell u one great kid wow u please ready wont regret,0.0,0.0,1.0
yes guy super wealthy need tax cut,0.0,0.0,0.0
26 unemployment failure,0.0,1.0,1.0
city reinventing wheel year ago non profit exactly h5hawaii hawaii helping hungry hope contract take care clean kakaako park working setting park planned expand service area business cleaning hired paid homeless resident mobile bus shelter work created saving account portion pay went account getting apartment every day small crew homeless participant cleaning park immaculate contract park got yanked derailed rest project plan city reinventing wheel another one h5 project cleaning park one mobile bus hygiene center city created working h5 almost 10 year ago got love either,0.0,0.0,0.0
absolutely correct many hawaiian today culturally educated western school college true traditional knowledge training died long ago hawaiian part often undereducated western discipline social philosophy ethic civics history literature economics accounting mathematics business medicine law many hawaiian anemic specialist narrowly focused profession many small mind nevertheless join others great mind want control hawaii trade union merchant politician banker hotelier etcfor child id say interesting witness nainoa thompson inviting world develop atop mauna kea,0.0,0.0,0.0
everyone blaming woman merely reported cpw whats wrong theyre one made decision,0.0,0.0,1.0
enough garbage come uk ancestor invaded roman french country paying reparation upsetting aboriginal stop payment figure agree want meanwhile live quite comfortably chief tribal council squirrelled away,0.0,1.0,0.0
indegenous people need get actual root problem spending 54 million gloss truth indegenous family question daughter leaving family youngest age waste money question answered think know answer,0.0,1.0,1.0
much rest world inhabitant agree addition israeli american israeli biggest threat world peace government batsht crazy citizen read poll people dont entertain lot uncertainty fear,1.0,0.0,1.0
whining total turn one respect,1.0,0.0,1.0
ever send message hunt beat,1.0,0.0,1.0
idiot committing treason funny manages escape attention poll 1000 non asiancanadians western canada get completely opposite result want china control technological company ourus defense technology must thrilled buttwipes central canada voted liberal conservative turning decade,1.0,1.0,0.0
similar medium campaign trump,0.0,1.0,1.0
facetious,0.0,0.0,1.0
600 first nation across canada racist gross stereotyping includes 600 community ignorant gross racist trash,1.0,0.0,1.0
former conservative prime minister harper real leader knew good guy bad guy,0.0,0.0,1.0
think said court see ludicrous slippery slope idiocy would set precedent toxic childhood environment may rationalize causality one horrible action excuse tend send serial killer high profile murderer psychiatric ward instead prison much heated debate sure hell dont apologize pay settlement upon release made one thing show leniency child crime attributed neglect depending age circumstance severity there ambiguity malicious intent 15 year old capable knowing right wrong imprisonment torture enemy combatant guantanamo separate debate many similarity death penalty rightfully convicted murderer may subject reduced time monetary reparation,1.0,0.0,0.0
please guide u constitution say guided someone perverted idea biblical law see 1st amendment,0.0,1.0,0.0
trump isnt dishonest sadly he honest wanted tough president time around got let man job,0.0,1.0,0.0
towing,0.0,1.0,0.0
khadr traitor failed canada thats deserves nothing,1.0,0.0,1.0
article spun good want something nothing socialist spin one,0.0,0.0,0.0
im retired misunderstood comparison maybe didnt word clearly pera thats getting roughly 8 salary employee according article nearly 20 employer thats point private employer nowhere near generous public employee fund less third pera private sector employee typically fund vast majority 401ks modest employer contribution,0.0,0.0,0.0
simply disgusting liberal 10 million money terrorist country come,1.0,1.0,0.0
embarrassment texas please know texan dumb,1.0,0.0,1.0
kill sake good righteous kill cant recall mark matthew,1.0,1.0,1.0
leftist gun feel threatened hypocrisy yes bernie brother one committed violent act well antifa committing violence anyone right center political belief msm news outlet fueling divide idiot actually listen believe everything say way give satisfaction globalists love fact fighting instead holding accountable,1.0,0.0,1.0
thank quick informed response defence great great grandfather ive learned thing two,0.0,0.0,0.0
guess judge watson finally realized chin nut,1.0,1.0,0.0
actually think white people shoot anything else,1.0,1.0,1.0
steve ur man could agree morethanx,0.0,0.0,0.0
end program,0.0,1.0,0.0
less six month presidency clear trump unfit office sucker born every minute time second hand sweep top like dandelion pop ear big eye wide though feed em bona fide baloney truth bet ill find rube buy corn cause there sureasshooting sucker born minute im referrin minute born,1.0,1.0,0.0
dont wonder backlash backlash hit critical mass ignorance america gerrymandering playing lip service religious extremist racist people like ideologue minority,1.0,1.0,1.0
listening khadrs interview glaze action stating child didnt think morality clearly denouncing family action expressing specific remorse death action may caused offering compensation medic speer family vague statement focusing mostly victimization dont engender much sympathy real emotion regret thats missing im sorry settlement hurt anyone intention doesnt cut,0.0,1.0,0.0
graduate uh coe find job mainland even tiny college smaller college education size dept computer science college art science sad,0.0,1.0,1.0
bullying tactic shes person animal justice shes lawyer time redneck calgary stampede get end cruelty,0.0,1.0,1.0
obama bought drug company insurance company pelosi reid pas without single republican vote precise system legacy healthcare company drug company making money incompetence doorstep,0.0,0.0,0.0
uk trump mean fart,1.0,0.0,0.0
id beat chick slept husband make hillary badass book,1.0,1.0,1.0
operating deficit afraid wont able explain educated intelligent lefty,0.0,1.0,1.0
ive got even better counternarrative im betting hillary called good friend vladimir set entire conspiracy trump silly russiajunior thing nothing win cost mindset trump campaign hillary fault heaven know landminds hillary buddy vladimir planted undermine victimize trump,1.0,0.0,0.0
fully formed male person always felt despite insurance premium doubling price plus trebling deductible well worth insurance company extend coverage include mammogram pap smear,0.0,0.0,0.0
good wisdom oped,0.0,0.0,1.0
hope family stay safe work lapdog communist master make happy,1.0,1.0,0.0
hey fox news magaphants maybe could summarize fox saying health care bill dying know spin going bill may still pas think anyone care failure make babyinchief angry much fun know want tell hillary lost get youve already said enough indicate guy driven insane trump one enjoying insanity,0.0,1.0,1.0
sun special u though,0.0,0.0,0.0
tell trump supporter medicaid proud trump supporter ky lupus costing taxpayer 950kyear medication alone,0.0,1.0,0.0
complete nonsense apologize th conduct regime kill imprisons take organ warmonger ashamed reply polite enough,1.0,1.0,0.0
serious hate clue people reading post dumb trump lapdog believe daily mail serious daily mail youd credibility quoted fox news know desperate youre getting look sane around dont live magaphant bubble easy making look stupid actually dont make look stupid finger hit keyboard stupidity prevails please dont stop youre making fun maybe next time quote breitbart limbaugh,1.0,1.0,1.0
bruce problem truth truth thousandmillion folk verge hysteria time can not dimwitted stop check information provided especially trump time fake information debunked late medium announcer made point yet trump idiot made another stupid mistake time reasonable intelligent person prove report wrong late get airtime,1.0,1.0,1.0
trying get first nation agree anything akin herding catsthey cant seem work togetherno matter proposedits good enough,0.0,0.0,1.0
physician disincentive work long hour know every incremental hour put go overwhelmingly tax outcome physician shortage create crisis,0.0,0.0,1.0
horgan already christy still speaks side mouth even opposition fuck liberal ample time money winter remediate forest floor fuel left beetle kill christy chose nothing citing lack fund even though knew billion sitting liberal slush fund well budget fighting forest fire far underwhelming past year vigorous support firefighter occurred couple week ago since lost election good riddance fuck liberal rubbish,1.0,1.0,1.0
kennie reasonable proposal best world would cancel medical coverage member congress administration whatever final people care lack better term would also cover congress administration sure theyd come good plan everyone,0.0,0.0,0.0
yet naacps openly racist policy folk typical view far hard fascist right,1.0,0.0,1.0
fact spending money needy venezuelan instead traditional rich foreign investor spending venezuela always reasonably needy prior arrival chavez poverty generally low public health good comparable standard middle income andean country education came crashing chavez launched first coup crashed economy ruth krivoy way presidential palace discus putting place measure avoid bank crisis meeting never happened banking crisis promise spending needy always high actually spending rarely hit level cap didnt widespread shortage food medicine previous administration way chavez didnt thousand ton food rotting state controlled warehouse food shortage way chavez,0.0,0.0,0.0
would better promote hypocrisy trump better,1.0,1.0,0.0
know attorney general best country best laugh day,0.0,0.0,0.0
article could written poor uneducated rural white american male fact shallow uninformed article sa,1.0,0.0,1.0
great report important conference adventist spring place sad effort bring narnian age winter,0.0,0.0,0.0
video must doctored mcconnells plan video show tea bagger spitting rep cleaver,0.0,0.0,0.0
easy talk talk harder walk walk practice preach pahoa ted surely remember post great loss community police property owner need forcefully vigilant removing squatter private public property serious issue need dealt ted orssten 6 month ago,0.0,0.0,0.0
age 65 grant health coverage medicare seems fine providing coverage condition 34 year old woman 2 kid communist immoral prisoner ignorant rhetoric,1.0,1.0,0.0
lower ticket price high,0.0,0.0,0.0
prove statement democrat prove doubledog dare prove word,0.0,0.0,1.0
democrat surrogate need double keeping trump sexual groping allegation front center come lady keep hot poker trump,1.0,1.0,1.0
pretty rich coming coward weaseled serving,1.0,1.0,0.0
pointing 81 clerical rape case men raping boy homophobia think thousand raped boy protested much homophobe complaining father advance,1.0,0.0,1.0
lisa murkowski hasnt broke 445 vote last 2 senate race murkowski dead meat trump win reelection,1.0,1.0,1.0
mysterious runestone wiglaf belated reply comment kensinggton runestone seem unlikely old farmer northern minnesota good farming country would erudite enough carve rune would appear least knowledgeable people authentic possibly authentic understand doesnt matter whether viking reached minn think interesting puzzle,0.0,0.0,0.0
remember trump promised best best weve ended wa woman look like walked drunk bunch swamp creature rinos even mattis seems falling victim liberalism trump hire clown get serious fighting republican real enemy get agenda passed,0.0,1.0,1.0
result entirely due stupidity gullibility voter course want blame someone else,1.0,0.0,0.0
nextbiased medium hack purveyor fake news think,1.0,0.0,1.0
exception general rule single lower income parent going raise unsuccessful kid also lack male role model perpetuates cycle next generation seen usa,0.0,0.0,0.0
oh look smug ignorance smallsouled bugman,1.0,1.0,1.0
ive read others comment beginning one must wonder charge rail would least consider post warning flag yet project continues debate question hope federal government take strong look contribution project cost run delay common mismanagement extreme would unfair burden local taxpayer expense furthermore anyone planet believe operating expense wont next fiasco say time thorough audit another dime spent,0.0,0.0,0.0
troll,1.0,1.0,1.0
whengood problem carbon capture storage make zero economic sense many studiesprojects already demonstrated,0.0,0.0,0.0
right conservative fool thats ok say liberal hypocrisy finest,1.0,1.0,1.0
would unfair anyone else pas judgment one cabinet member attends bible study say due respect impressed,0.0,0.0,0.0
scratch liberal youll uncover bigot,1.0,0.0,1.0
mind control weather generation oh god everybody know haarp control sexual proclivity lesbian vegetarian hell bent making bitcoins new euro dollar 0,1.0,0.0,1.0
amazing liberal lambased harper debt happy add debt faster harper ever conservative actually go harper thus got majority worked debt lower every year balanced book nice try loser wrong,1.0,0.0,1.0
well still think feel sorry stupid meme right started least propagated jonah goldberg liberal actually fascist stupid kim80 propagating sorry can not understand difference,1.0,0.0,1.0
nobody listen anything elizabeth warren say l e r,1.0,0.0,0.0
thing scheer doesnt realize perhaps incapable leading copy previous leader canada rejected tactic party previous election cpc obviously scheer arrogantly seem think canadian made dumb mistake need educated mistake cpc repeating line failed 2015 disrespect electorate one reason opposition still hasnt sunk trudeau didnt much win last election cpc rejected scheer need game put stamp party wield harper old worn stamp personally think incapable he leader spent 13 year mp including 4 year speaker yet canadian knew name leadership he backbencher nature happy nodding clapping 13 year leader mistake balloting process,1.0,0.0,0.0
world war ii viewed disaster actually happen general douglas macarthur fought assured u real war politician chosen get united state since korea vietnam bosnia iraq afghanistan libya yemen syria sucked quite bit money life current urging russia north korea declared enemy bring u yet another disaster,0.0,0.0,1.0
typical delusion stupid blind ideologue trump mentality without government spending nothing nation would functioning believe aryan super devoid responsibility part society except selfish interest nazifascistwhite supremacist ideology devoid humanity conscience crawl back bunker evil bastard,1.0,1.0,0.0
ban atomic weapon need stop racist war aggression started country like japan rather protest atom bomb stopped japan murder ten million miss nakamura protest samurai sword prompted atom bomb estimated atom bomb killed perhaps 300000 japanese japanese murdered two million innocent people samurai sword miss nakamura protest american weapon stopped war protesting japanese weapon advanced war read mention many victim japanese belligerence prompted fearful deserved retribution japanese casually beheaded people turned woman sex slave speared baby bayonet sport vivisected hostage used hostage test antipersonnel bomb wmd cooked ate people surely would moral reason atom bomb japan,0.0,0.0,0.0
sound like time move paul youre part problem good health come inflammatory column every week good either,0.0,1.0,1.0
time petition jesuit sold beautiful slice nature rich east oakville guy create gentleman private country club upper canada country club damaged creation glen abbey valley reconditioned natural space open public,0.0,0.0,0.0
wow really ignorant usa hater arnt ww2 stopped war nk want start one child b,1.0,0.0,0.0
bad driving habit evident everywhere go drive like roller derby ramming jammingblocking flying behind weaving dont see much im texas theyll dive across 3 lane get exit ramp almost missed werent paying attention,0.0,0.0,1.0
step 1 place many systemic barrier possible prevent woman joining old boy club step 2 dont show negated blocked claim brain different mission accomplished wait dont go ill let type report,0.0,1.0,0.0
sad world bunch lunatic say want maduro he definitely bad creepy donald,1.0,0.0,0.0
sign stop people determined go gusto time practical way someone guard either sound hard hearted really case darwin award winner doin thing,0.0,0.0,1.0
hypocrite first take log eye realize post favor ncr side divide civil come,0.0,0.0,1.0
heck legislature making mountain financing problem trying keep simple uncomplicated possible stand currently state government cant seem keep book fiscally balanced let alone operating efficiently yet feel need spread fiscal pain around county fact state legislature disclosure report implies oahu subsidizes outer island airport harbor highway make sound like outer island beholden oahu time need erroneous sorry way see transit rail city county honolulu major project thanks mayor kirk caldwell hart board member serious financial jeopardy ineptitude failure fiscally frugal pay realistically people state hawaii say bailout,1.0,0.0,0.0
two thing dont get comparing siemian griese vitriolic griese statistically siemian much closer tom brady first season brian griese maybe let see happens start applying hard feeling another qb siemian,0.0,0.0,0.0
facepalm accused misanthrope read article like happily accept title wont slap anyone calling sometimes think nay believe human being waste skin oxygen dystopian future can not come soon enough,1.0,0.0,1.0
cant tell much game far team play regular season would hope see line play without many penalty kill everything,0.0,1.0,0.0
doesnt matter support texas trash texas trash,1.0,0.0,1.0
laughing loud sad bring gender typical liberal response disagree he schmuck last inexperienced schmuck awesome get real,1.0,1.0,1.0
least black wasnt traitor convicted terrorist hey dimple feel free go tell dominion employee im equally sure mister khadr deliberately renounced citizenship probably wouldnt getting back country somehow though youre rich rightleaning possible,1.0,1.0,0.0
confusing post idea carelessly leaving home unlocked accessible squatter looter anything comment weird,0.0,1.0,1.0
impunity lack accountability broadly within society specifically amongst governing elite can not repeat andrew gasnolars word put succinctly superbly entirely corrupt government acting completely constitution therefore traitor law land hell still,1.0,0.0,1.0
memo written woman black guy would hailed great insight improve working condition google white guy wrote seldom actually done may cant,1.0,0.0,0.0
maybe trannies taking viagra,1.0,0.0,0.0
attitude people carry cash give got ta eat stunning panhandling isnt job parasite,1.0,1.0,0.0
donald trump trying play side guy pretended know david duke david duke america want type person leading nation want lying duplicitous coward trump,1.0,1.0,1.0
rubbish marijuana around since third day creation please dont give credibilty reefer madness marijuana far less dangerous host called legal product shame didnt provide link study would liked seen critical review,1.0,1.0,0.0
resemble remarktwiddles cigar isnt six people six mega corporation aint nonsense unless willfully ignorant owner arent liberal conservative cancer nation distracting dividing u petty difference,1.0,0.0,0.0
negotiating tactic like declaring bankruptcy stiffing small business work bribing politician grabbing woman puy,1.0,1.0,1.0
thank caring sharing story,0.0,1.0,0.0
butterbelly spitting image bulldog licking ps nettle,1.0,0.0,1.0
socialist communist anarchist people believe different race marry catholic people serve military citizenship dog lover cat lover people zip pant,0.0,1.0,0.0
1 say sir john macdonald called upper canada confederation honour southern confederacy didnt fact form canada took much perceived weak american federal system allowed confederacy break away 2 say family slave owner perhaps referring thomas james bernard jamaica compensated loss slave 1830s died 1850 widow daughter immigrated canada 1856 john met daughter time later married 1867 there evidence john ever met father family tie eh,0.0,0.0,0.0
allow utterly wipe floor braindead bilge afrikaner invader ancestor also invaded southern africa west central africa displacing khoi san youre settler invader boet exactly like afrikaner yes,1.0,1.0,1.0
even wiser word racist right dont kick hornet nest dont get stung,0.0,1.0,1.0
say partisan hack,0.0,0.0,0.0
sure antifa blm worldwide worker party entire sjw clown brigade,1.0,1.0,0.0
single citizen thats take three complaint integrity commissioner rob ford doug ford filed may 2014 complaint followed money corruption receiving gift influence peddling complaint distracted ford medium successful rob ford died prior determination named originally doug ford three recorded determination,0.0,0.0,0.0
spoken like true white supremacist,1.0,1.0,1.0
intended strawman merely analogy man robs bank us money educate kid get caught money recovered kid suffer didnt get education financed dad criminal behavior woman cross border u want kid better life get caught however time kid wont suffer illegal behavior citizen want give pas crime dont define racist godfather firstgeneration mexican immigrant one roommate son legal mexican immigrant two cousin half black regardless think anyone break law suffer consequence understand innocent child also suffer need blame mother american immigration system,1.0,1.0,1.0
pity could rustle truck guy write truck article failing organization perform would surmise,0.0,0.0,1.0
padre john foote rhli awarded victoria cross heroic action beach illfated day padre foote helped wounded moved wounded safer location gunfire padre foot left retreating landing craft could colleague spending rest war pow,0.0,0.0,0.0
advice,0.0,0.0,0.0
mean minority american people right im american certainly didnt vote donalds agenda ryans continued ineptitude fine,0.0,1.0,0.0
wow took one look face searched name feminist big suprise maybe take break shouting hate trump form journalism people could stomach extreme left crap hard liberal people whine cry scream bigot writing bigoted piece,1.0,1.0,1.0
