,Unnamed: 0,id,comment_text,target,split
166,166,006774d59329b7bd,course peiser social anthropologist he one whose recent research focused primarily social aspect climate change thus least qualified comment state consensus historian regarding study hasnt published peerreviewed journal result appeared many reliable source effect treated differently peiser scientist verbally relayed conclusion directly reporter literally ten thousand wiki article contain reference direct quote scientist appear source medium reputable reporter,0.0,train
167,167,006854d70298693e,hi hi good day deepest apology made change made change day day line straightest one straight line biggest brightest highest star sky head clock strike exactly noon day date provided beautiful thing ever see know many thing need prove know saw day okay black white prove needed dont sincere apology trouble cause south east asia im asia came traditional chinese family pleasant day,0.0,train
168,168,00686325bcc16080,fired youre moronic wimp lazy research make sick people like exist world,1.0,train
169,169,0069bf2d6881ad29,look like violating wpnpa pretty minor ill point two content conflict try mediation cabal way generally easier sign typing stop irc channel want advice way talk,0.0,train
170,170,0069e6d57a3beb51,pat head kc one dedicated wikipedians know im madly love id give barnstar end youd chew bury instead let offer metaphorical pat head thatll pup thatll see around tropic,0.0,train
171,171,006a263a08b593c5,note sandbox right place experment thanks,0.0,train
172,172,006a4cdda4960588,friesers opinion simple guess kursk turning point german retreat think he correct russian personnel improved skill glantz combination forced german retreat loss problem battle kursk tank infantry strenghts favor german week kursk german tank strenghters higher kursk zetterling,0.0,train
173,173,006a4e493b506d1e,oh didnt know thanks,0.0,train
174,174,006b77d41eb4bc08,lois roisman piece lois roisman omitted much background everything death updated please review there anything want add,0.0,train
175,175,006b888560bcdfcd,know sex foetus,0.0,train
176,176,006b94add72ed61c,think fagget get oife burn hell hate sorry cant sex im running conndoms,1.0,train
177,177,006ca45465868e64,may,0.0,train
178,178,006cf8c9f4cc4d57,sorry link gave dead formatted harvnb plz help matter,0.0,train
179,179,006d11791d76b9f3,reply loser un defines vietnam part southeast asia far know vietnam part asean used part french indochina lao shit country anyway culture always influenced sea han chinese proper yangtze han chinese fringe indigenous tribe guangzhouguangxi admit vietnamese bunch wannabe crap people east asian people ive spoken think vietnam integral part sea think youre backward dirty speak horrible swearing language doesnt matter crap spout wikipedia wont change way people real world think,1.0,train
180,180,006de7a80921e04b,august wow understand sentance added crucial really change content community gotten smaller caused automobile sourced statement asked fact information help inform people forester fall large seemingly peice information article bridge span time present usfullness edit criterion used determine reverted noted simply readded information removed removal frivilous unwarranted problem insist absence statement unjustifiable negligible adding information afactual b sourced c informative assume since reason remove first place wiki nazi relax concerned useless edits please see edit fom know carried great infallable mindmatrix humble opinion first useless change,0.0,train
181,181,006e87872c8b370c,stupid fuck mother cunt stink,1.0,train
182,182,006eaaaca322e12d,eta john haynes house sarekofvulcan talk,0.0,train
183,183,006f2c1459f3b6b1,new userbox tabtab id tabtab care white tabtab info user faggot tabtab infoc lightblue tabtab borderc black tabtab usercategory lgbt wikipedians tabtab nocat tabtab tabtab tabtab template automatically categorizes user lgbt,0.0,train
184,184,006fc8cfaa4faf0b,december coordinated universal time mendel doesnt talk change mendel refering conspiracy section used,0.0,train
185,185,006fda507acd9769,please vandalize page edit budweiser anheuserbusch continue blocked editing echo,0.0,train
186,186,007094f2f9efe035,correct dead dead however leves wound hence emphasis serious point view adjective,0.0,train
187,187,0071cd1ca07040ab,fixed pic anyone still feel move done voice,0.0,train
188,188,0073059e6433db47,george w bush approval rating graph circle september attack look far right think could update data point post omitted,0.0,train
189,189,00733f0a4a58cf42,sorry interrupt im edits first likely page asking help much maybe maybe less still kind count amulet,0.0,train
190,190,00744c2f77391702,absolutely use word strongly misleading even like structure nothing mastaba burial chamber basicly mastaba definition entran ceinner space structure one solid pile rock inner space entrance ment wall fragment,0.0,train
191,191,0074b307c2d9a100,noticed neutrality article disputed light ask post invitation discus whether neutrality achieved deleted highly relevant relatively urgent bearing mind rule emergency wikipedia time convergence truth achieved,0.0,train
192,192,007571394afafcb5,editor dont care explanation theyre accompanied reliable published source could explain thought dog ate cat would get reception didnt provide source stop edit warring present source talk,0.0,train
193,193,007810bde7d6ebd4,mitch moved yggdrasill idea wasnt,0.0,train
194,194,007a5055c23cc5a6,sockpuppets impersonator two sockpuppetimpersonator account including,0.0,train
195,195,007bbfa4da2bc32d,oh also wouldnt film named three variation thereof listed disambig page wondering make much sense apologize advance certain individual sensitive hear truth,0.0,train
196,196,007bc29766a43e3c,review request hi id like request klm gaclass review anyone seems many similar stuff gas kenya airway ethiopian airline cheer breaksfixes,0.0,train
197,197,007db1f1477ea977,dont propose transcribed men article anything brief mention raising trap mouth prenasal environment would suffice thought american thing raise nasal often hear aussie quite bit well dont hear english people difference american tendency diphthongize well raising im really surprised dont broad accent wikipedian im saying possible youre right kind thinking aloud,0.0,train
198,198,007e1e47cd0e2fec,homosexual intent legitimizing behavior therefore seize opportunity suggest famous person gay way way life received harmless perfectly normal generation people grow childhood maturity exposed strategy increasingly develop tolerance homosexuality way almost universally accepted diverse alternate behavior way similar religion race nationality lestrade,0.0,train
199,199,007ecbb379c4a861,al messier article nonnotable biography according criterion set wpbio aeropagitica,0.0,train
200,200,007f127033d66db5,link sacramento placed wikipedialink article word sacramento appears another editor appears stalking reverting everything claim overlinking read policy think understand disagree word sacramento linked anywhere else article made link think link provided good context reader know walnut creek thought maybe knew sacramento anything wrong link would like someone objective give opinion,0.0,train
201,201,007f1839ada915e6,blatant point view pushing neither guy made contribution italian history article shove unhistorical unconstructive modern point view face history article history heard reason many people get pissed pedantry idiocy triviality wikipedia jsus get fcking life,1.0,train
202,202,00803f08f55bdcad,reliable source indicate otherwise please insert personal analysis article talk,0.0,train
203,203,008198c5a9d85a8e,research thank much relevance article think may reseacrh wpel amke sure realise fact link deleted willing agree people official site therefore shall delete game site otehrs,0.0,train
204,204,00822d0d01752c7e,totallydisputed notice would probably appropriate given depth disagreement exists can not understand highlighting statement identified dubious would constitute disfiguring article slimvirgin also used wording recently rather think inaccurate irrelevant information disfigurement template notice answer second question side brought forward proposal side yet responded sadly consistent recent pattern delay ill make comment whether deliberate strategy,0.0,train
205,205,0082b4b42b3f07a1,ive abused nothing threat extremely disrespectful rule wikipedia ever done tried improve quality wikipedia article maintain standard quality treated like vandal registered muck article account blocked administrator,0.0,train
206,206,0082b5a7b4a67da2,give permanat block raseac remember muslim dont worry image trying hurt u cant look image fake nothing islam prophet even article lame wikipedia authentic source encyclopedia kid authenticity anyone edit write whatever thinkjust like raeasc see know islam talk forget wiki lame authenticityi recommend add pissed christ jessus articlethey,1.0,train
207,207,008344a80c43b8c9,invite hi still time write article fundamental romani culture society would permitted normal presentation beyond stereotype hope near future ill manage last discussion managed organize better categoryromani people country categoryromani people occupation create article romani person,0.0,train
208,208,0083790fbfe5014d,asked question recall maybe would make less troubled account,0.0,train
209,209,0083ead5c8afc356,say consensus ever reached reverted edits,0.0,train
210,210,0084d905b6f19f2b,find difficult control emotion still feel mister logy wogy bad,0.0,train
211,211,0086998b34865f93,fuck block faggot pussy,1.0,train
212,212,0087c131ccffe160,attacking another editor trying make point easy edit wikipedia piece george orwell page proved point common place wikipedians help make better lot lesser bias edits trying wouldnt mind please could remove warning,0.0,train
213,213,00882ab8cfa42274,please see ref article mentioned wikipedia youngest patent holder india moreover mentioned news latest book real life hero providing notable reliable reference feel dna group reliable notable reference page exists wikipedia really believe ever ever provide information article bad intention word sockmeatpuppets askedsuggested anything edit write free man send information free person analyse wikipedia ref article mentioned wikipedia youngest patent holder india subjectwhy speak bad wordsyour word verbatim book review repeat india youngest patent holder youngest disabled patent holder world claim bhati supporter pushing fails reliable source discourage people sending information relevant reliable,0.0,train
214,214,008a1e9c45de8138,randroide answer next step guy see taking step wikipediarequests mediation job always connect filtered institutional netaccess following step could result new undesired controversial truncation word software want happenning could please follow instruction link provided thank randroide answer new reference last agree somethingof course new section good idea false suicidal terrorist prisa also included come oooooon boy start writing section want kudos new proposed article effort made remember npov source source like citing el pa section doubt genuineness bomb cheer indeed good point remark cope moral certitude mariano rajoy published el mundo agree larean randroide omits mention section bomb added balancing reference insisted original version created entirely point view much rest proposed article also source added el pais available subscriber npov right southofwatford randroide omits section subscription el pa sorry thats problem institutional access also advantage like paid access el pa many many publication book thats one reason exclusive use filtered internet access much easier work due easy availability source see truncation word offsett think better source way write randroide answer section invading space mind really risking new truncation message avoid please write outside randroide answer section think proposed article point view work make npov article mine ill take risk truncating reply put short issue whether subscribe el pa whether people read article english wikipedia subscribe source used accessible reader article putting source reader able see claim article npov mind completely unreasonable source used accessible reader article funny southofwatford going follow joke please propose also deletion book source know always someone without book delete reference tv radio station user brazil tv radio home delete reference spanish know user know spanish pleasure read kind funny joke really good laugh usersouthofwatford strange find funny source providing enable user find information sourced deliberately choose source require user pay see information funny simply bizarre equally english wikipedia would argue choosing spanish foreign language source equally valid source exists english make sense except perhaps busy laughing cynicism evident response,0.0,train
215,215,008a856f6691e051,hence removed content nature suitable wikipedia proscribed wpnot perhaps one sister project wikia,0.0,train
216,216,008a990457283850,pirating incident ive removed statenment doesnt really relate episode much plus kinda topic,0.0,train
217,217,008d3702b1ad0465,check,0.0,train
218,218,008e0818dde894fb,kill nigger hard others said included racist sometimes say,1.0,train
219,219,008e2acf5bcf4be4,new user hello gogo dodo new user wikipedia wanted ask new page could removed deletion list new page kaburst still lot want think reason considered start like wiktionary yeah give time make better thanks,0.0,train
220,220,008f1b06428778fe,regarding edits made december coordinated universal time jos mourinho thank experimenting wikipedia test worked reverted removed please use sandbox test may want take look welcome page learn contributing encyclopedia ip address shared multiple user ignore warning make unconstructive edits,0.0,train
221,221,008f22e7b58e559b,december hello welcome although everyone welcome contribute least one recent edits one made smoke bomb edit appear constructive reverted removed thank,0.0,train
222,222,008f93320e3661b8,wrong although blocked occasion never blocked sockpuppetry vandalism dispute multiple topic various sock userhkelkar uservandalpetrol permabanned never used account permitted edit get account deleted say indeffed noblast,0.0,train
223,223,008faa76dd3eb890,deleted personal attack,0.0,train
224,224,008fdd0ca51cdadc,please please continue tell really think,0.0,train
225,225,00905910dcbcc8aa,important message block live mess thats made parker v district columbia wikipedia cant rise level sophisticated blog controversy section doesnt belong first place fact nonexperts issuing warning indicates wikipedia become sandbox idiot sorry cant polite thats long short,0.0,train
226,226,00908f946bd2fd05,im moving talk page,0.0,train
227,227,0090c1f0788dd0e9,well see consensus formed show indeed point view bad judgement part thanks comment anywaycoldplay exprt let talk,0.0,train
228,228,0091798f05a311af,heritage village macedonian source claim village pure slavic,0.0,train
229,229,0091aec11b57d12e,organization subtopics culture thrown way towards end economy tourism inappropriate information section unnecessarily loaded history detailed geography make uninteresting also repetitive information interspersed subsection without regard whether fit example geography section start fact largest state strictly geography belongs introduction climate belongs towards latter part page perhaps toursim region city interesting combination case city uttar pradesh interesting topic several interesting city region speciality like copperware moradabad ceramic khurja carpet bhadohi fact remember used information article,0.0,train
230,230,0092f0871cc66dbc,dont know answer legally possible private citizen violate another private citizen civil right dont know section nelson charged federal case anyone could explain would appreciate argue whether outcome state murder trial justified thats really concern since dead letter im concerned whether subsequent civil right prosecution legal state murder acquittal miscarriage justice first time look issei sagawa part mature understanding sort thing realize criminal justice system isnt perfect inevitable innocent people convicted guilty people acquited time time thats price pay legal system end someone make decision sometimes may necessarily get right dont think going limb say sagawa case completely beyond reasonable belief,0.0,train
231,231,009371b0ef213487,burn deck thatd guy burn deck like think blrude awakening leviathan motherfucker,1.0,train
232,232,009565ee1bc64e68,decesed group member ive seen article band member name sollowed deceased whats wrong witht little extra information people already know surely main reason article exist first place even whole wikipedia site exists whats bad adding word people name longer u factual nonopinionative slate anyway,0.0,train
233,233,0095756047a71716,fatima bint asad noticed added large chunk article recently could post source webpage book would really helpful thanks july coordinated universal time,0.0,train
234,234,00957fadc476d7d9,added information mayor de blasios announced decision charter school someone removed factual information said referenced factual referenced tired add information reference successful correctly added race sexuality chirlane mccray someone person removed factual information provided charter school incredibly rude stated vandalism reported description considered negative decides reverted chirlane mccrays wikipedia site word black prefer african american mentioned six time sexuality mentioned assertion referenced approved wikipedia site chirlane mccrays important writing problem,0.0,train
235,235,00958dec64c33224,please stop adding nonsense wikipedia considered vandalism would like experiment use sandbox thank,0.0,train
236,236,00961bcaadd6a278,well use user page dont tell meyour gon na remove piss drive nut also making personal ttack jimmy wale saying bit greedy dont think he got million dollar already he asking,0.0,train
237,237,0097b052f0b68a96,thought would offer advise aswell wikipediaedit warring arguing wikipediaadministrators also remind threerevertrule,0.0,train
238,238,0097dd5c29bf7a15,r tw fuck gay boyu r smellyfuck ur mum poopie,1.0,train
239,239,009820fe28cd24dc,also expressly guideline sneak disallowed link discussion section froman done youtube propaganda link evidenced throughout page rule dont seem applied froman dont go whole hog add feiths main page plenty unencyclopedic source admin seems problem link anonymous left wing blog whatever care use seems fair game froman,0.0,train
240,240,0098257c6952c9e3,deletion account ok blueboy editing disabled following reason came back block picked right back judging history likely get call attention topic resolved matter addressed moderator deleting wikipedia history item moderator borgqueens edit cuisine hawaii simply provocation nothing reknowned chef pacific rim cuisine cuisine hawaii cuisine hawaii local plate lunch like saying cuisine mexico frozen burrito cuisine canada starbucks pastry cuisine america mcdonalds slanderous vicious spiteful main point admin question delete history resolved problem addressed tried discussing user directly account locked user open discussion ddebate admin suffers godcomplex lovcked even editing page hence reason wait unbanned post leving back become corruptadmin fodder back aon topic page thius matter resolved borgqueen subjegate discrimination hazing personal vendetta likely get eh buddy listen delete user page account wiki grommet going lock keep name content profile facade wikipedia good delete grommet,0.0,train
241,241,009a3333aa4ac011,listas sabina bavaria,0.0,train
242,242,009a52daa8dbb767,bad redirect please remove redirect page aircraft distinctly different design builder mission restore aircraft unique content,0.0,train
243,243,009a6b3e571ee155,info thanks entering article error corrected would nice simply cut pasted text clear lake article,0.0,train
244,244,009b3b15f1ada72f,name troy tedford troy telford looking orginal discharge paper right also orginal purple heart olc man war hero biggest world war ever historian history degree recieved dec atu,0.0,train
245,245,009cb63b1bd5daf9,interesting note aircraft landed airfield hawaii,0.0,train
246,246,009ce66bcd5de288,thanks fixing exquisite picture,0.0,train
247,247,009d0fe5e7ee720a,would like clamp,0.0,train
248,248,009df88828f523c4,man also created new word even modern language already established,0.0,train
249,249,009e3f1c0c757e43,history conveniently contribs thank explanation wasnt big deal upset second postwaving sneer growing thicker skin fingerwaggle profanitytreating insensate piece internet polemic rather fellow human attempting give honest account account mackensen promptly removed say well understand trying contribute workshop bad idea first placerunning full tilt tony sidaway managing avoid irc whole month immeasureable improvement quality life anyway ive always seen somebody stand underdog remember praising addition edit harassment guidelineand sad see mutuality respect talk,0.0,train
250,250,00a00eb46f78b1d2,type soap box,0.0,train
251,251,00a1aabcab9d44a0,yes indeed ive replaced second one summary womens right talk,0.0,train
252,252,00a20f187531df59,anyone intext search see article rely mainly one source publisher fact grand total two citation referencing publisher purefacts issue number item part library,0.0,train
253,253,00a216c00b90ce88,gore response anybody find gore response bush malaprop didnt gore inventor darn thing club silly one,0.0,train
254,254,00a3073791a5feaa,pls give reply yes,0.0,train
255,255,00a317acddff8a62,neither two added cite support assertion misconception hyphen dash glyph remains unsourced near tell there one person making claim despite claim consensus unsourced material get removed thats wiki policy ive given month find source reword entry reflects source actually say im restoring citation needed tag there source day entry removed,0.0,train
256,256,00a330961879175c,short summary referencing essential faq organization noticed youve also disclosed association userpage thanks make working knowing youre coming lot easier question review article feel free leave message send email cheer sonia,0.0,train
257,257,00a5394e626e72c6,information already reported fairminded talk refusal allow relevant information factual posted obviously biased party inappropriate representative wikipedia,0.0,train
258,258,00a54f5b8d29a2b7,fileconnorbarwincincypng,0.0,train
259,259,00a656a81c6f0903,r pat,0.0,train
260,260,00a66540b2a66bb4,thanks copyedit oh god read professional appreciate lot yeah knew would problem okay here back story danny body paint robot sketch party theme black light one everybody could see danny still paint hadnt washed something sure jack black light switch apartment liz came turned resulted liz paint see whatever said doesnt make sense read paint still danny black light attack yeah thought maybe people saw ga note wont leave message though didnt work user left message regarding article reviewed work future im make better still havent gotten chance see see need know happened stuff well got news lost started watching dvd telling ill never see wrestling move didnt cry sad night raw lost cried whatever didnt think cool shawn didnt mind really still dont see face like quality think theyll play randy like triple h know good crowd still heelish maybe cause new people heel need face know speaking randy today birthday turned well remember first punted victim shawn nice see cody storyline nici welcome danielson miz guess hit,0.0,train
261,261,00a6754c92b4af4f,stylebackgroundtransparent stylebackgroundcolor stylewidth solid backgroundcolor verticalaligntop hello lceliku welcome wikipedia please remember sign name talk page clicking using four tilde automatically produce username date also please best always fill edit summary field useful link facilitate involvement happy editing stylebackgroundcolor stylewidth backgroundcolor verticalaligntop getting started introduction five pillar wikipedia edit page intuitive guide wikipedia finding way around table content department directory editing article develop article manual style stylewidth backgroundcolor verticalaligntop styleverticalaligntop backgroundcolor getting help frequently asked question cheatsheet ask question help page new contributor help page article wizard wizard help create article,0.0,train
262,262,00a7d82371e10c5d,dont know got im big supporter xfiles ive like seen almost every episode mention mulder father scully baby cant watched carefully william mulders son frequently referenced final episode top head guard thinking mulder son mother scully son mulder gave son afraid could never forgive mention meaningful look mulder scully give officiator hearing asks agent scully isnt true mulder lover got pregnant love child,0.0,train
263,263,00a8fa03349203fb,citation rfsaumur v city quebec scr endorsementrosemary decaires,0.0,train
264,264,00a981826dc7c952,education please keep list college pittsburgh list college pittsburgh familar area dont edit list greensburg washington mccandless california pittsburgh please dont offended enforce also pittsburgh mailing address mean school pittsburgh address extends far place minute ride away thanks,0.0,train
265,265,00a98913b0b8ba34,find way put cite page back throught,0.0,train
266,266,00a9d33dea92c45c,descendant otman baba trough mehmed ali karako sunni muslim alevis,0.0,train
267,267,00ab1b314832a2d9,could clarify want start rfc dont see one listed page history talkrasmussen report,0.0,train
268,268,00ab65775c601cf9,atheism full bias shit,1.0,train
269,269,00aba7c4e1446fd5,beat wanted say good work beating revert ned kelly article always enjoy know someone else hunt vandal happy hunting cheer pro,0.0,train
270,270,00ac1b5af6c85483,removed link reference used health study say reduced use mmr vaccine waldorf kid fewer allergy section immunization fuck would data whole california count private public waldorf school california personal belief exemption rate kindergarten class regardless official position assert would article official position lie order waldorf education appear like complete cult waldorf student grossly vaccinated fact article,0.0,train
271,271,00aca5068fb3fd6c,thanks ill take deep breath go intro tomorrow identified source phrase london border showed boundary contested footnote ive clarified diaspora section justify statement reference victoria history article west ham east ham hopefully ill struggle justification without substantially changing outcome previous discussion move onto standardising reference probably section section,0.0,train
272,272,00ad06b94e4aafd2,german article day dear jimbo german wikipedia proud present article day really thrilling really amazing worth glimpse might improve german reading there lot learn sincerly,0.0,train
273,273,00ad34e7cb085421,agree like aready stated peripheral main article nevertheless important merely underlienes mythomania propagated side interest historical reality dab dont actually analyze situation rather offerring usual smartalec remark lontechs arguements shot piece summarily everytime happens engages tangential irrational behaviour commonsense tell longlasting state kingdom dardania roman time cant allow intro paragraph read like kla recruiting website,0.0,train
274,274,00ada3413dc2d942,found one sort anyhow web site jewsforlifeorg isnt loading article catholic source im going remove erroneous sentence hindsight would great minor content issue could resolved reference first place,0.0,train
275,275,00ae18e87c2d9083,provided plenty reference material yet provided none writing chamar section come source verifiable yet provided none one eccentric idiology still provided verifiable source show ramdasia chamar different chamars took weaving known ramdasias simple google search ramdasia chamar provide countless link,0.0,train
276,276,00ae1b3f651b07fe,block evading ip blocked guy,0.0,train
277,277,00ae7def4f2df069,see number citation pubmed,0.0,train
278,278,00afb4dec99a231f,hey spreading misconception trying spread false information peopleyou even know battle lostyou cheapest person earthbloody ignorant foolcheck source spreading rumor,1.0,train
279,279,00b07ded761b2cbd,add admin considering blocked hour usersarek vulcan week ago background thats relevant learned lesson pax talk,0.0,train
280,280,00b1930313ca7a1c,change username usurpation request request still progress mbm mmitra hi requested change username using usurpation mbm mmitra almost day date request still show progress would like know much time take complete request long would take complete please reply soon possible thank link mbm mmitra,0.0,train
281,281,00b211fa0c65d328,coordinated universal time december,0.0,train
282,282,00b25b1226d6c6b2,otherwise point view look flemish linguistics case,0.0,train
283,283,00b2924708445da2,yes mainspring used clock well please feel free bold help improve article,0.0,train
284,284,00b47f6c58c6fe6a,getting normal term used german politician way got,0.0,train
285,285,00b559d4105efdc9,keep original title xbox although additional like like xbox xbox redirect article,0.0,train
286,286,00b77cb600c897b4,let know youve crawled arses dick laurent dead,1.0,train
287,287,00b826c2fa43d8d3,problem people keep trying state bsas policy policy say homosexual scout can not member state otherwise lie contraversy page doesnt allow state lie add list thing misinterpretation rule thing like try say scouting scouting need sure scouting actually say even misinterpretation rule need source editor might misinterprete rule doesnt mean anyone mainstream find source somewhere homosexual youth removed program openly homosexual youth insert unless actual policy bsa say cant openly homosexual youth member added,0.0,train
288,288,00b8e7ea2fc02b12,level message hello thank experimenting wikipedia test worked reverted removed please use sandbox test may wish encourage also take look welcome page learn contributing encyclopedia thank interest wikipedia,0.0,train
289,289,00b984b355cc9754,im focussing science moment leading revolution,0.0,train
290,290,00b9c08a7c708e0a,another question style information stripping occur whenever shape edited less intrusive edits moving shape around even highlighting selecting shape inkscape make unusable shouldnt even messing inkscape,0.0,train
291,291,00b9f6b033b31ccf,article ed morrissey hi ive moved article ed morrissey captain quarter ed morrissey started bringing date would able take look please fix defect spot thanks cwc,0.0,train
292,292,00bb215d07a16712,see running around several talk page accusing several others edit war please go prove else first one blocked moreover can not prove point view defeated going around making accusation good way communist,0.0,train
293,293,00bb617b7faeb50a,yes received confirmation email username emailaddress password uuuh,0.0,train
294,294,00bc09a581d1cb61,currently blocked editing unable add tag however take picture,0.0,train
295,295,00be7dcac98dc95d,user worthless goddamn faggot fuck faggot,1.0,train
296,296,00bef5aca1e725ca,unsourced aesthetic opinion therefore violates wpnor andor wpnpov,0.0,train
297,297,00bf0cb1048b5212,imagepopclassicjpg tagged imagepopclassicjpg provide fair use rationale believe image acceptable fair use according wikipedia policy please provide rationale explaining much accordance fair use rationale guideline image description page please also consider using one tag listed wikipediaimage copyright tagsfairuse thank man,0.0,train
298,298,00c0b8ed05ed7833,fuck administrator dont authority tell,1.0,train
299,299,00c0ba596a61d32d,adorably disingenuous,0.0,train
300,300,00c1b6962307c80e,well ridiculous fact suspect calton please block dont care,1.0,train
301,301,00c1c8d3384b48ff,orangemike time move collateral target suggest userfisherqueen girl protected,0.0,train
302,302,00c246870afee760,window phone upgradeability hi gregory reverted change window phone article neither microsoft partner made official statement whether device running window phone upgradeable window phone reference given another user blog relying hearsay,0.0,train
303,303,00c381d0018beaf3,way whatever decision adminstration wish take remember block harsh given first violation since joined wikipedia,0.0,train
304,304,00c3bd1c292370e8,ive tried objective possible treat author head someone who first tongue english think davy borderline notable article spent hour googling davy earlier today found nothing except translated lot stuff well done lot stuff life im even borderline notable small field nothing warrant article especially one precisley nothing link like one frankly hope author make notable ill respond gentlemanly politesse cant help,0.0,train
305,305,00c3ce53cd972be0,shiny thing brilliant idea barnstar actively seeking every possible way help user especially honestly didnt think would work hereby award c,0.0,train
306,306,00c41d6b52961339,make change engineering article,0.0,train
307,307,00c4333dc9f6b997,thanks apologize comment id like know understand position nov coordinated universal time,0.0,train
308,308,00c438b052cc0f26,appearance historical fiction young richard steele appears character william makepeace thackeray novel henry esmond appropriate mention article yall reckon,0.0,train
309,309,00c49503b35bb572,see scibaby wasting time cuing scibaby account wpduck indef blocking sight see request make reference politics dont know talk,0.0,train
310,310,00c49e155f04e897,per wpae blocked indefinitely persistent disruption project including vandalism disruptive editing sock puppetry per wikipediarequests arbitrationmacedoniadiscretionary sanction believe block unjustified please request one normal manner talk,0.0,train
311,311,00c5213d8f396507,im sure worked article arcayne youd fine two seem problem seek edit xenotalk,0.0,train
312,312,00c59720428c985a,fuck fuck award go fuck,1.0,train
313,313,00c73c02b643115a,sorry edit conflict im glad able salvage edits question structuring yes think think way divide article section subsection also intro may need fleshing confronting reader technical term like dendrite axon look smithfarm apr coordinated universal time cool happy hear still article also research extend talk contr apr coordinated universal time,0.0,train
314,314,00cad54d1045f2ee,february coordinated universal time comment proposal change something someone added requested move banner section clearly one,0.0,train
315,315,00cb5743d3cf0645,best clan runescape gladiatorz best clan r year clan british elite damage inc average clan,0.0,train
316,316,00cbb1984f9059f8,dont even know begin replying talk,0.0,train
317,317,00cc7f0622962160,please vandalize page edit hyperopia continue blocked editing fisto,0.0,train
318,318,00cce3996a16c116,keep eye one care ok people put want clean want one care god youre freakin stupid omnigan,1.0,train
319,319,00cce3f7ede553a0,episode list keep episode list reference,0.0,train
320,320,00ce37bb7409f9eb,next hour,0.0,train
321,321,00ced92ee28c7ee8,rant presently witnessing open war croatian dinaric culture croatian left often portrays culture primitive rural even fashist service conservative hdz party croatian writer predrag raos instance performed gusle instrument zagreb several occasion year one intention ridicule instrument rich poetic tradition another apostle croatian left miljenko jergovi refers political opponent right gusle player even claim serbian origin croatian dinaric culture following line traditional greater serbian propagabda tokavian people culture serbian however croatian dinaric folklore rich gusle heritage primarly croatian dalmatian costal region historically associated culture example first written document popular folk hero traditional gusle music marko kraljevi associated dalmatian island hvar petar hektorovis book ribanje ribarsko prigovaranje also first historical document mentioned gusle player instrument originated dubrovnik even contemporary croatian writer born dubrovnik stijepo mijovi koan tell u story uncle also dubrovnik area could memorize numerous gusle song stijepo mijovi koan gusle glasnik may p dubrovnik also home anica begin born kalafatovi daughter famous gusle player ante although illiterate able recite heart immense number gusle song recorded antology croatian folk poetry far dubrovnik another coastal city makarska also bastion croatian gusle music actually region could considered capital croatian gusle player mediterranean area also gave birth andrija kai mioi century catholic priest viewed father gusle player croatia beyond honour kais work ivan metrovi famous croatian sculptor built sculpture america showing kai priestly clothes playing gusle instrument addition kai makarska littoral produced great many follower croatian gusle music according dr fra karlo jurii quote work croatian folklorist stipan banovi zaostrog alone produced great number gusle player starting stipan kosovikudri culminating known mate banovi trli dalmatian woman didnt play gusle considered male activity yet actively involved spreading gusle music imitating sound olinko delorko researcher dalmatian folk poetry state book ljuba ivanova dalmatian folk poetry collection obtained woman especially one island hvar zadar littoral also witnessed strong gusle tradition english writer maude holbach travelling zadar region first decade century state book dalmatia land east meet west gusle national instrument region dinaric dance took place market certain festival picturesque interesting worth going long way see survival ancient custom probably unique europe admiration dinaric folk music particularly gusle seen dalmatian litteral hinterland matija murko researcher literarymusic form reported trip dalmatia saw child barely three year old playing gusle eduard osredeki hrvatske narodne junake pjesme eljeznobe p let take look name dalmatian sport club organization hajduk junak gusar alkar uskok sinjska alka common course name refer heroic gusle tradition region mind one wonder proud croatian heritage become almost extinct gusle player today result unavoidable urbanization modern croatian society peasant culture considered inferior global rock n roll culture tamburitza music northern croatia gained wide acceptance croatian establishment dinaric counterpart gusle music looked upon suspicion open hatre,0.0,train
322,322,00cf6d6ea4e7d4e8,total million match e sum referenced populationsbelow infoboximages infobox,0.0,train
323,323,00d08f350398a2b9,convicted felon,0.0,train
324,324,00d1d2f4f247d472,matt hardy fuckyitalic textmediaexampleoggmatt hardy fucky,1.0,train
325,325,00d1e7e4668d787f,laughing loud censorship youre really disappointed npov core policy arent talk contribs,0.0,train
326,326,00d1f0e112b4b3c1,mfd nomination wikipediatry best wikipediatry best page substantially contributed nominated deletion opinion matter welcome please participate discussion adding comment wikipediamiscellany deletionwikipediatry best please sure sign comment four tilde free edit content wikipediatry best discussion remove miscellany deletion template top page removal end deletion discussion thank contribution talk,0.0,train
327,327,00d25c1c69a8191b,redirect talklist south carolina stingray season,0.0,train
328,328,00d2f16b32dc37e2,care blocked myspace pulse music board would concerned,0.0,train
329,329,00d300b2a1d61c1c,source explaining star,0.0,train
330,330,00d429d337eaa672,god dead dont mean startle anyone god dead worry anymore thought would let everyone know well goodbye good luck newfound crisis faith,1.0,train
331,331,00d4df6d9eaac12e,hello back bongwarriors user page attacked minute,0.0,train
332,332,00d6a7cdec761b40,im always request page protection detect missingerrant template see administrator correct,0.0,train
333,333,00d6de7d43a29069,unsure stage clear wording actually discussed,0.0,train
